Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Charis Klimas,CharisKlimas,1/7/2018 20:13,https://t.co/xHCvjN7wbx,Flaunt Your Personality: it's likely what your future romantic partner thinks is your most important characteristic? https://t.co/xHCvjN7wbx,Unknown,Pacific Time (US & Canada),en,,,
Chantal Melser,Mongoosita,1/7/2018 19:57,https://t.co/gozi2MVh5p,"Second try with Tableau. How do I get at x-axis the ranks 1-6? It shows only the 2, 4 and 6 now. #MakeoverMonday? https://t.co/gozi2MVh5p","Nederland, Utrecht.",Amsterdam,en,,52.08095165,5.127680315
Christine Bianchi,cmbianchi_,1/7/2018 19:16,https://t.co/YTbqtBrK3J,#MakeoverMonday Week 2 #Tableau @VizWizBI @TriMyData https://t.co/YTbqtBrK3J https://t.co/CtAgyfiP8b,Unknown,Unknown,en,http://pbs.twimg.com/media/DS9ecLSWkAEG1KS.jpg,,
Sagar Manhas,iamsagarmanhas,1/7/2018 19:09,https://t.co/HmaUyTvtAA,"Week 2 Visualization for #Makeovermonday !
Tableau Public : https://t.co/HmaUyTvtAA
@mattsmithetc @YouGov? https://t.co/yJKMbqAQXx",india,Chennai,en,,22.3511148,78.6677428
Harry Cooney,HCooneyData,1/7/2018 18:49,https://t.co/X2q06K09te,"#MakeoverMonday Week 2 #Tableau @VizWizBI @TriMyData  @mattsmithetc @YouGov
https://t.co/X2q06K09te https://t.co/HyKJOgRdz6",Unknown,Unknown,en,http://pbs.twimg.com/media/DS9Zx1gWAAIzW5j.jpg,,
Philip Riggs,PhilipDRiggs,1/7/2018 18:31,https://t.co/uc3221S0Op,"My #MakeoverMonday week 02 ended up looking a lot like @TriMyData , but submitting anyway. @VizWizBI #Tableau? https://t.co/uc3221S0Op","Fort Collins, Colorado",Mountain Time (US & Canada),en,,40.5508527,-105.0668085
Ali Motion,alimotion,1/7/2018 18:15,https://t.co/76vIAls6Gc,#makeovermonday 2018 - Week: What characteristics are important to British women and men a.k.a. Looks vs. Personali? https://t.co/76vIAls6Gc,Unknown,Unknown,en,,,
Rahadiyan Dewangga,rahadiyan,1/7/2018 17:33,https://t.co/JZyumyc0l2,So excited to finally be able to join #MakeoverMonday and I'd like to keep it simple for my first submission.? https://t.co/JZyumyc0l2,Unknown,Pacific Time (US & Canada),en,,,
ChromolumeSeven,ChromolumeSeven,1/7/2018 16:47,https://t.co/a48dsbekPG,"My first Makeover Monday submission week 1...better late than never!! 

Using data on meat and poultry consumption? https://t.co/a48dsbekPG","Silver Spring, MD",Unknown,en,,38.9959081,-77.0288918
alex,ealexdixon,1/7/2018 15:57,https://t.co/3JeXXjjWGf,"My first deep-dive into #GoogleDataStudio for #MakeoverMonday Week 2!

 Important Characteristics in Romantic Partn? https://t.co/3JeXXjjWGf","lexington, ky",Eastern Time (US & Canada),en,,38.0464066,-84.4970393
Jamie Witter,jamiewitter,1/7/2018 15:45,https://t.co/3plfmUCh0t,"#makeovermonday Across the globe, when looking for a partner, personality is rated as more important than looks. Wh? https://t.co/3plfmUCh0t","Atlanta, GA",Eastern Time (US & Canada),en,,33.7490987,-84.3901849
Rodrigo Calloni,tableauing,1/7/2018 15:13,https://t.co/n1QYYa9JZ4,"another legacy #makeovermonday year 1 week 5

The rise of ONLINE BOOKING and fall of TRAVEL AGENTS in the US

Link:? https://t.co/n1QYYa9JZ4","Washington, DC",Unknown,en,,38.8949549,-77.0366456
shivaraj,shivrajc,1/7/2018 15:10,https://t.co/XX2nvfPJK4,"What characteristics people look for in a partner
https://t.co/XX2nvfPJK4 
 #makeovermonday https://t.co/rNpTE9MvcW","India, Bangalore",New Delhi,en,http://pbs.twimg.com/media/DS8nxf5V4AETiYt.jpg,12.9791198,77.5912997
LM-7,LunarModule7,1/7/2018 13:55,https://t.co/B35EMPQZ6O,#MakeoverMonday Week 2: ??? ?????? ?????????? ????? ???????'? ??????????????? https://t.co/B35EMPQZ6O #MMVizPreview? https://t.co/Wb0246tp09,Unknown,Tokyo,ja,,,
DataVizAbby,Abbylovesdata,1/7/2018 11:54,https://t.co/QWBtqLWsTW,Just published my first #MakeoverMonday. The plan is to complete all through the year. https://t.co/QWBtqLWsTW? https://t.co/OpwJF6dMtX,"Lagos, Nigeria",Amsterdam,en,,6.4550575,3.3941795
Sarah Burnett,sezbee,1/7/2018 8:03,https://t.co/8lBxlkwyXb,"Finally managed to watch the #makeovermonday webinar &amp; made some adjustments made on the discussion, including a re? https://t.co/8lBxlkwyXb",Singapore,Wellington,en,,1.2904753,103.8520359
sadaquat...,sadaquatkhan,1/7/2018 7:12,https://t.co/dHltIXc3nR,U.S. LiveStock Consumption Tableau #makeovermonday. https://t.co/dHltIXc3nR via @tableaupublic,Unknown,New Delhi,en,,,
Darshana Benhur,darshben,1/7/2018 4:00,https://t.co/ccAnT3IZA3,Tableau #makeovermonday Chicken over Beef? America says so https://t.co/ccAnT3IZA3 https://t.co/LaOGhWlZ2A,"Kansas City, MO",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DS6OJF4VAAIjKlJ.jpg,38.73285,-94.534816
"??ragyansmita ?ayak, PhD ???????",SorishaPragyan,1/6/2018 23:29,https://t.co/l4kCsoUbCc,1st weekend of 2018 to get going on the resolution of the year - be a regular (even if late)  in completing? https://t.co/l4kCsoUbCc,"Washington, DC ",Eastern Time (US & Canada),en,,38.8949549,-77.0366456
Mags K,MagsMagsK,1/6/2018 23:09,https://t.co/pRArTWQCOC,Participated in my first #MakeoverMonday. I love this exercise bc I only have experience building business dashboar? https://t.co/pRArTWQCOC,"Vancouver, British Columbia",Unknown,en,,49.2608724,-123.1139529
Justin Davis,davisdataviz,1/6/2018 22:52,https://t.co/VIC62j81Rn,Meat America. My #SWDchallenge adn #MakeoverMonday entry to start off 2018. https://t.co/VIC62j81Rn https://t.co/joZOCTQogZ,"Greenville, SC",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DS5H9f0U8AAh273.jpg,34.851354,-82.3984882
Bart Pop?da,BartPopeda,1/6/2018 21:54,https://t.co/dNa9bTFQZ8,"#makeovermonday 
Makeover Monday '18 #1 https://t.co/dNa9bTFQZ8 przez @tableaupublic",Unknown,Unknown,en,,,
Mauricio Pinilla,MauricioData,1/6/2018 19:41,https://t.co/YPqihCeY7X,"Decided I hated my first #MakeoverMonday viz, drew some inspiration from other vizzes, and reworked. Much happier t? https://t.co/YPqihCeY7X","New York, USA",Unknown,en,,40.7306458,-73.9866136
Marta,m4rt4_gl,1/6/2018 16:41,https://t.co/09hEk4frH7,My two cents for the week 1 challenge @VizWizBI @TriMyData #MakeoverMonday #TableauPublic @(https://t.co/09hEk4frH7) https://t.co/Ghaprdjk1t,Spain,Paris,en,http://pbs.twimg.com/media/DS3ygU5WAAAuXym.jpg,40.0028028,-4.003104
Mahfooj Khan,mahfooj01,1/6/2018 12:18,https://t.co/aFVq72Sy0S,"Surprised to see I created 52 Vizs in 2017. 50% vizs from #workoutWednesday and rest from #MakeoverMonday,? https://t.co/aFVq72Sy0S","Kolkata, India",Unknown,en,,22.5677459,88.3476023
Mahfooj Khan,mahfooj01,1/6/2018 8:35,https://t.co/JsjEKfLu0b,My #SWDchallenge contribution from #MakeoverMonday archives for this month's inaugural by @storywithdata! Gold vs.? https://t.co/JsjEKfLu0b,"Kolkata, India",Unknown,en,,22.5677459,88.3476023
Philip Riggs,PhilipDRiggs,1/6/2018 2:52,https://t.co/t4nIeg1vYD,"Based on #MakeoverMonday feedback @VizWizBI &amp; @TriMyData provided this week, I redid my submission for chicken cons? https://t.co/t4nIeg1vYD","Fort Collins, Colorado",Mountain Time (US & Canada),en,,40.5508527,-105.0668085
Yash Agrawal,yashagrawal157,1/6/2018 2:09,https://t.co/Skfnjk1BU7,"My first #viz of 2018! U.S. poultry and Livestock consumption #MakeoverMonday #Tableau @EmmaWhyte @VizWizBI

For in? https://t.co/Skfnjk1BU7",Unknown,Pacific Time (US & Canada),en,,,
Pooja Gandhi,DrexelPooja,1/6/2018 0:42,https://t.co/mxtNhy1uzQ,A personal favorite of mine from my #MakeoverMonday archives for this month's inaugural #SWDchallenge by? https://t.co/mxtNhy1uzQ,"Philadelphia, PA",Eastern Time (US & Canada),en,,39.9523993,-75.1635899
Suraj Shah,surajshah212,1/5/2018 23:59,https://t.co/1VqPgGv1nI,"#MakeoverMonday 2018 Week 01: Consumption of Poultry and Red Meat

@TriMyData @VizWizBI 
https://t.co/1VqPgGv1nI https://t.co/dfebFMKsN2","Phoenix, AZ",Arizona,en,http://pbs.twimg.com/media/DS0NkcsVoAATl6L.jpg,33.4485866,-112.0773456
Justin Burgard,GentlemanTheo,1/5/2018 21:54,NoLink,First attempt at #MakeoverMonday. Red vs. White Meat: https://t.co/A4kw1QO1rn,"Steubenville, OH",Mountain Time (US & Canada),en,http://pbs.twimg.com/media/DSzxGhNVQAApo_G.jpg,40.3697905,-80.6339638
Rosario Gauna,rosariogaunag,1/5/2018 21:49,https://t.co/o0eIU9uEsX,Week 01 ? U.S. Per Capita Consumption of Poultry vs Red Meat | #MakeoverMonday #Tableau @TriMyData @VizWizBI? https://t.co/o0eIU9uEsX,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Rosario Gauna,rosariogaunag,1/5/2018 21:46,https://t.co/2FErOZn2Qd,Very late! ? Week 21 of 2017 - Are Britons booze|#MakeoverMonday  #Tableau @TriMyData @VizWizBI? https://t.co/2FErOZn2Qd,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Rosario Gauna,rosariogaunag,1/5/2018 21:45,https://t.co/iolR5lmwAt,Very late! - Week 18 of 2017 ? Sydney Ferry Patronage|#MakeoverMonday #Tableau @TriMyData @VizWizBI? https://t.co/iolR5lmwAt,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Michael Pawlus,michaelpawlus,1/5/2018 21:35,https://t.co/olalzeDy5i,This looks like a fun project. Take some visualization and rework it to tell a different story. #MakeoverMonday https://t.co/olalzeDy5i,"Los Angeles, CA",Central Time (US & Canada),en,,34.054935,-118.244476
Hari,Harish5Bala,1/5/2018 21:00,https://t.co/SFnHMTM7QS,"#MakeoverMonday #Tableau #MMVizReview Week 1
https://t.co/SFnHMTM7QS https://t.co/ijQlNZylLU","Chicago, IL",Unknown,en,http://pbs.twimg.com/media/DSzkmyOWkAAhStI.jpg,41.8755546,-87.6244212
Sowbhagya,csowbhagya,1/5/2018 20:49,https://t.co/edRfdZ1oju,https://t.co/edRfdZ1oju #MakeoverMonday #WK1 #2018 @VizWizBI @TriMyData  #mobileLayout my first #MOM https://t.co/pVbJuXLy5L,"San Francisco, CA",Unknown,en,http://pbs.twimg.com/media/DSziNU4U0AAJe4q.jpg,46.8443248,-71.2743272
S P Vishnu Sekhar,JackonJourney,1/5/2018 19:11,https://t.co/UtLmY6QlLm,"The first one for 2018 :) 
#MakeoverMonday: Chicken More Popular Than Red Meat In U.S.@tableaupublic @VizWizBI? https://t.co/UtLmY6QlLm","New Jersey, USA",Unknown,en,,40.0757384,-74.4041622
Kirstin,kirstinlyon,1/5/2018 18:39,https://t.co/8uZSA9y5N8,Join us for the next Copenhagen Tableau User Group on the 1st feb.  This time it's #MakeoverMonday with @TriMyData? https://t.co/8uZSA9y5N8,"København, Danmark",Unknown,en,,55.6867243,12.5700724
Paul T McHale,RelatableData,1/5/2018 16:45,https://t.co/zMDUj217FN,"It's slow going in the air on the east coast. Maybe not the best day to head north ????
Making the best of the dela? https://t.co/zMDUj217FN","Raleigh, NC",Pacific Time (US & Canada),en,,35.7803977,-78.6390989
Shannon Dussoye ?,shannondussoye,1/5/2018 15:28,https://t.co/QSzln6arjt,"A bit late but wasn't satisfied with the first one submission, here is version 2
#MakeoverMonday #wk1 #tableau? https://t.co/QSzln6arjt","Sydney, New South Wales",Unknown,en,,-33.8548157,151.2164539
Mehsam Raza Hemani,LucidDataArtist,1/5/2018 14:39,https://t.co/EnJW2oGJVh,"Week 1: US NON-VEG PER CAPITA CONSUMPTION PATTERN FROM 1960 - 2018
@VizWizBI  @TriMyData
#makeovermonday? https://t.co/EnJW2oGJVh",Karachi,Karachi,en,,25.147872,67.18219317
Paul Morgan,p__morgan,1/5/2018 14:25,https://t.co/TITMMT9Pya,Thanks @VizWizBI and @TriMyData for the #MakeoverMonday feedback - much appreciated. For those who would like to kn? https://t.co/TITMMT9Pya,"NC, USA",Eastern Time (US & Canada),en,,35.6729639,-79.0392919
Neil Richards,theneilrichards,1/5/2018 13:34,https://t.co/r23O83j0Ct,@VizWizBI @tableauing @sarahlovesdata @TriMyData Not at all! I learn from everyone else's contributions and your re? https://t.co/r23O83j0Ct,"Derbyshire, UK",London,en,,53.1185033,-1.556617931
Daniel Ling,DanielLing13,1/5/2018 12:44,https://t.co/cBDS6tFody,Is 5.8 Billion chickens too many? #MakeoverMonday @VizWizBI @TriMyData @tableaupublic My version of US consumption? https://t.co/cBDS6tFody,"Killarney, Ireland",Unknown,en,,52.0595746,-9.505322
Steve Wood,bitfernsteve,1/5/2018 11:30,https://t.co/VfPG243yY1,"2018 #MakeoverMonday week 1: US poultry consumption since 1965. Clucking good fun talking turkey in #Tableau, and I? https://t.co/VfPG243yY1","Dunedin, NZ",Unknown,en,,-45.8739282,170.503488
Wale Ilori,datawailor,1/5/2018 7:20,https://t.co/QyI0id6KB3,"40 yrs of Poultry/Livestock Consumption from 1965. https://t.co/QyI0id6KB3. Happy New Year everyone!!
  @TriMyData? https://t.co/tjk5ZVWcFq","Vinings, GA",Unknown,en,,33.8648262,-84.4643744
Rodrigo Calloni,tableauing,1/5/2018 6:04,https://t.co/RzOvAS0iAG,"#makeovermonday year 1 week 4

NO SAVINGS FOR US!

Link &gt; https://t.co/RzOvAS0iAG https://t.co/eSHqMsRWFP","Washington, DC",Unknown,en,http://pbs.twimg.com/media/DSwXqFDWkAAB21E.jpg,38.8949549,-77.0366456
Alexander Mou,aleksoft,1/5/2018 5:57,https://t.co/A5Nxbo5kPH,US Meat Consumption Trend #MakeoverMonday 2018w1 #MMDataCamp https://t.co/A5Nxbo5kPH https://t.co/jopjxj8h4v,"California, USA",Beijing,en,http://pbs.twimg.com/media/DSwViY6U0AAqLQm.jpg,36.7014631,-118.7559974
Guillermo,mendezkestler,1/5/2018 4:47,https://t.co/acxjJ1jPAj,It's a bit late but #MakeoverMonday 2018 week 1. My goal for the year is to get more participation in these. Wanted? https://t.co/acxjJ1jPAj,"Oklahoma City, OK",Unknown,en,,35.4729886,-97.5170536
Frederic Fery,_mydata,1/5/2018 4:37,https://t.co/XlDcbzX18G,"Thanks to #makeovermonday community I got inspired by @flerlagekr work on Tableau geometric art

I decided to have? https://t.co/XlDcbzX18G",Brisbane Australia,Brisbane,en,,-27.4689682,153.0234991
Amanda Laz,data_for_people,1/5/2018 3:54,https://t.co/V77ORkdyF1,#MakeoverMonday Week 1 of the New Year: Chicken! It's what's for dinner. Based on the great @atlascharts data visua? https://t.co/V77ORkdyF1,"San Francisco, CA",Unknown,en,,46.8443248,-71.2743272
Guilherme Lourenço,GuiLourenzo,1/5/2018 2:13,NoLink,"Finally I finished it.

My first #MakeoverMonday on Friday, but it's ok... https://t.co/NFNgcF9dVA",Brasil,Brasilia,en,http://pbs.twimg.com/media/DSvikJ6VoAAiXaw.jpg,-10.3333333,-53.2
Randy Olson,randal_olson,1/4/2018 23:47,https://t.co/SOGJPz6BD2,"@Olu_GH @EdwardTufte @albertocairo Articles: Gosh, there's so many. I have several on my blog here:? https://t.co/SOGJPz6BD2","Portland, OR",Eastern Time (US & Canada),en,,45.5202471,-122.6741949
Shawna Renee,missgrady03,1/4/2018 23:22,https://t.co/7dajuOQjV8,#tbthursday. #media #werk with @_lanarae foxnews with @Katrinabmua #makeovermonday #shewerks? https://t.co/7dajuOQjV8,Unknown,Pacific Time (US & Canada),en,,,
Michael Mixon,mix_pix,1/4/2018 23:02,https://t.co/sq6mP8yORq,"Inspired by @VizWizBI, I tried to recreate my #MakeoverMonday viz in Google DataStudio. Working with it renewed my? https://t.co/sq6mP8yORq","Gig Harbor, WA",Pacific Time (US & Canada),en,,47.3259697,-122.5878659
Axel W.,genetis,1/4/2018 21:42,https://t.co/WkR551KN2M,I gave #TakeTwoTuesday (Friday!?) a go @MarkBradbourne. Last years week 1 #MakeoverMonday data set. I'll see if I c? https://t.co/WkR551KN2M,"AKL, NZ",Wellington,en,,-37.00889695,174.7912451
Harry Cooney,HCooneyData,1/4/2018 21:25,https://t.co/RzGdYED8ur,"Bit late, but here's my first #MakeoverMonday for week 1. #Tableau  @VizWizBI @TriMyData 
https://t.co/RzGdYED8ur https://t.co/0zsW3EgCzV",Unknown,Unknown,en,http://pbs.twimg.com/media/DSuglzpXUAALHR7.jpg,,
Amarendranath D,AmarendranathD,1/4/2018 21:18,https://t.co/VzM427OjMO,"#MakeoverMonday Meat Consumption in the US. @VizWizBI @TriMyData 
Link - https://t.co/VzM427OjMO https://t.co/MP7bq6vFIb","Philadelphia, PA",Chennai,en,http://pbs.twimg.com/media/DSufDLFVMAA3FnR.jpg,39.9523993,-75.1635899
Jakub Jaros,jarosk88,1/4/2018 20:53,https://t.co/1ByjtavHpA,"#MakeoverMonday @VizWizBI @TriMyData 
Happy New Year Everybody! 
Week 1 - U.S. Per Capita Consumption of Poultry an? https://t.co/1ByjtavHpA",Unknown,Unknown,en,,,
Michael Mixon,mix_pix,1/4/2018 20:16,https://t.co/uwU9qygTsY,"Cows for the Win | #MakeoverMonday Wk1
@VizWizBI @TriMyData 

Viz: https://t.co/uwU9qygTsY https://t.co/5cuNBE5YRE","Gig Harbor, WA",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DSuQ_-4VMAAKfvD.jpg,47.3259697,-122.5878659
Sarah Bartlett,sarahlovesdata,1/4/2018 20:02,https://t.co/G70h9BINX8,NEW blog alert! I love how many new blogs there are just a few days into 2018! #MakeoverMonday regular? https://t.co/G70h9BINX8,"Basingstoke, England",Unknown,en,,51.262826,-1.0861976
Nish Goel,thevizlover,1/4/2018 19:40,https://t.co/JZYBm13Hm6,"@mix_pix @VizWizBI @TriMyData Thank you Michael, that's very kind of you! I couldn't have done it without the inspi? https://t.co/JZYBm13Hm6","West Midlands, England",London,en,,52.5050033,-1.964396123
Umar Hassan,umarjourno,1/4/2018 19:27,https://t.co/sZ8mrwtjau,This is a brilliant first post to begin your blog @ProfDrKSchulte on #MakeoverMonday. Really looking forward to wha? https://t.co/sZ8mrwtjau,"Birmingham, England",London,en,,52.4776875,-1.8948516
Carol,carooollll,1/4/2018 19:01,https://t.co/ZGlFF4riAZ,Narrowing The Gap: Red Meat vs Poultry Consumption in the US  #MakeoverMonday @VizWizBI @TriMyData? https://t.co/ZGlFF4riAZ,Jazzyville,Eastern Time (US & Canada),en,,,
Continuus Tech,continuus_tech,1/4/2018 19:01,https://t.co/uTmVzP36O5,Fun #MakeoverMonday! U.S. meat consumption: https://t.co/uTmVzP36O5,Unknown,Central Time (US & Canada),en,,,
Sarah Bartlett,sarahlovesdata,1/4/2018 18:05,https://t.co/aLNOffVlt1,@VizWizBI @datadotworld @MSPowerBI @TriMyData Thanks for sharing this Andy. I have been tasked with learning PBI th? https://t.co/aLNOffVlt1,"Basingstoke, England",Unknown,en,,51.262826,-1.0861976
Michael Mixon,mix_pix,1/4/2018 17:28,https://t.co/seBN3U7NmF,ICYMI - a detailed breakdown of my design choices for the Wk51 #MakeoverMonday climate change viz. https://t.co/seBN3U7NmF,"Gig Harbor, WA",Pacific Time (US & Canada),en,,47.3259697,-122.5878659
Chris Conn,ChrisC737,1/4/2018 16:56,https://t.co/xwkwGklfS1,2nd version #MakeoverMonday @tableau #dataviz this week. @TriMyData @VizWizBI This version I brought in price per p? https://t.co/xwkwGklfS1,"Fort Pierce, FL",Unknown,en,,27.4467056,-80.3256056
Klaus Schulte,ProfDrKSchulte,1/4/2018 16:49,https://t.co/YOCT9OhsiN,Spent some time working on my new blog. First blog post is about this week's #MakeoverMonday submission:? https://t.co/YOCT9OhsiN,"Münster, Deutschland",Unknown,en,,51.9501317,7.61330165
Alexander Spät,alexander_spaet,1/4/2018 16:45,https://t.co/SJvleD1mJU,#MakeoverMonday Week 01 Poultry vs red meat. @VizWizBI  @TriMyData https://t.co/SJvleD1mJU https://t.co/Ivjk59OULh,Unknown,Unknown,en,http://pbs.twimg.com/media/DStg5pNXcAAO5gz.jpg,,
Gina Reynolds,EvaMaeRey,1/4/2018 14:30,https://t.co/ct5BK9JXa5,Changing tastes.  Consumption of beef is on the decline in US while chicken consumption is up.   #makeovermonday  S? https://t.co/ct5BK9JXa5,Unknown,Unknown,en,,,
Rodrigo Calloni,tableauing,1/4/2018 13:54,https://t.co/RSjQ4RyfiU,Next week on #MakeoverMonday I will be doing my viz with only my left hand in solidarity to @TriMyData. Amazingly s? https://t.co/RSjQ4RyfiU,"Washington, DC",Unknown,en,,38.8949549,-77.0366456
Tushar More,tusharz_more,1/4/2018 12:31,https://t.co/seQDXU8LeK,"#MakeoverMonday wk1 revised viz.Thanks for the feedback @TriMyData @VizWizBI ?
https://t.co/seQDXU8LeK https://t.co/bkUeMXkexP",Unknown,New Delhi,en,http://pbs.twimg.com/media/DSsmEDQV4AAwHIs.jpg,,
marcela janowska,ekomarcek,1/4/2018 11:05,https://t.co/fgncIPtdk5,"Week 1 #MakeoverMonday. Late as usual... but I really really need at least 5 days to think about the design :) 
The? https://t.co/fgncIPtdk5","Romsey, England",Unknown,en,,50.9932664,-1.489505779
Henning Huenteler,HHuenteler,1/4/2018 9:45,https://t.co/ciRqAlXdYQ,"As I am trying to learn #R and #ggplot2, I created another viz for #makeovermonday, week 01! To be fair, it took me? https://t.co/ciRqAlXdYQ",Singapore,Unknown,en,,1.2904753,103.8520359
Tushar,tushar_handa,1/4/2018 8:48,https://t.co/fVzLtTkODw,Here is my take on week01  #MakeoverMonday #Tableau #Analytics @VizWizBI @TriMyData #mmvizreview? https://t.co/fVzLtTkODw,"Toronto, Ontario",Hawaii,en,,43.653963,-79.387207
Fatema El-Wakeel,FatemaElWakeel,1/4/2018 8:13,https://t.co/l7IUFJ7scE,It is always interesting to see how people visualise data differently...lots of knowledge and lessons to share? https://t.co/l7IUFJ7scE,United Kingdom,London,en,,25.2232283,55.1594933
Robert Crocker,robcrock,1/4/2018 5:41,https://t.co/XHngPO6oC1,@TriMyData @VizWizBI #d3 whooped my butt today and I liked it ? The results aren't pretty and this chart has seriou? https://t.co/XHngPO6oC1,Australia,Pacific Time (US & Canada),en,,-24.7761086,134.755
Michael Mixon,mix_pix,1/4/2018 5:31,https://t.co/TTsRchG0ST,Has anyone in the #MakeoverMonday community had success replying to a @datadotworld email notification?  Whenever I? https://t.co/TTsRchG0ST,"Gig Harbor, WA",Pacific Time (US & Canada),en,,47.3259697,-122.5878659
Adolfo Hernandez,JadolfoHC,1/4/2018 5:07,https://t.co/eHIN3qrqwL,"I'm back, happy 2018 to all my #Tableau friends! First #MakeoverMonday of the year - U.S. Per Capita Consumption of? https://t.co/eHIN3qrqwL",Mexico,Unknown,en,,19.4326009,-99.1333416
Ketan Deshpande,ketan_dataviz,1/4/2018 4:29,https://t.co/VFLZo97GvT,@VizWizBI @MSPowerBI @datadotworld I am glad u liked it @VizWizBI :) and I am sure you?ll have your share of though? https://t.co/VFLZo97GvT,"Pune, India",Unknown,en,,18.5203062,73.8543185
Henning Huenteler,HHuenteler,1/4/2018 4:06,NoLink,"Excited to submit my first #makeovermonday chart, week 01! @VizWizBI @TriMyData #Tableau #mmvizreview https://t.co/VTUmYWGCE8",Singapore,Unknown,en,http://pbs.twimg.com/media/DSqzHF1VwAAMZub.jpg,1.2904753,103.8520359
Nish Goel,thevizlover,1/4/2018 3:40,https://t.co/Emu2osqaic,#MakeoverMonday week 01 upgraded viz URL: https://t.co/Emu2osqaic. Had fun practicing with reference lines and anno? https://t.co/R5KWFAhG1Z,"West Midlands, England",London,en,,52.5050033,-1.964396123
Jim Van Sistine,jimvansistine,1/4/2018 3:17,NoLink,"Late getting to this week?s #MakeoverMonday, but I learned how to shade between line charts! https://t.co/NaiZbW50De","Minneapolis, MN",Central Time (US & Canada),en,http://pbs.twimg.com/media/DSqn8r7WsAAj9u-.jpg,44.9772995,-93.2654692
James Eselgroth,EzEagles01,1/4/2018 3:13,https://t.co/SmPMAYSPlm,"For the past 57 years, the United States has consumed a lot of meat.  Taking a look of the data allows for interest? https://t.co/SmPMAYSPlm","San Antonio, TX",Unknown,en,,29.4246002,-98.4951405
Robert Crocker,robcrock,1/4/2018 1:24,https://t.co/QpsabGOWSN,The kinda thing you get really excited to see when you are developing with #d3js ? It means we're getting close? https://t.co/QpsabGOWSN,Australia,Pacific Time (US & Canada),en,,-24.7761086,134.755
Anne Drake,DataAnne,1/4/2018 1:20,https://t.co/MGmELnAKPT,"@tableaupublic Revised per #mmvizreview.  Thanks for the feedback!  Removed the forecast, decreased the width to 60? https://t.co/MGmELnAKPT","Arizona, USA",Unknown,en,,34.395342,-111.7632755
LM-7,LunarModule7,1/4/2018 0:53,https://t.co/U0Hotm2DFj,"#MakeoverMonday ?????MakeoverMonday????????????????????????????????????????
???????????????????????????????????????? https://t.co/U0Hotm2DFj",Unknown,Tokyo,ja,,,
LM-7,LunarModule7,1/4/2018 0:11,https://t.co/2Wfz8WezAg,#MakeoverMonday Week 1: @VizWizBI @TriMyData ????????? ??? ???? ??????? ???? ???? https://t.co/2Wfz8WezAg? https://t.co/k2Mxa2jnmd,Unknown,Tokyo,ja,,,
Ann Jackson,AnnUJackson,1/3/2018 22:32,https://t.co/MgBcurMKLZ,@VizWizBI @RodyZakovich @EmmaWhyte @tableaupublic Propaganda!  I am and ALWAYS have been a #WorkoutWednesday? https://t.co/MgBcurMKLZ,"Phoenix, AZ",Unknown,en,,33.4485866,-112.0773456
Fred's Carpets Plus,FredsCarpets,1/3/2018 22:15,https://t.co/eOtxeM0qU6,#MakeoverMonday Have you seen how Waiting On Martha used a Karastan rug in her One Room Challenge reveal? It's abso? https://t.co/eOtxeM0qU6,"Torrance, CA",Pacific Time (US & Canada),en,,44.9955309,-79.5692407
Michael Sanville,mesanville,1/3/2018 21:51,https://t.co/RzxR5RJELq,Gotta love @Domotalk - literally 10 seconds to make a super simple but effective viz using #makeovermonday data - p? https://t.co/RzxR5RJELq,"lehigh valley, pa",Quito,en,,40.5883246,-75.5640246
Rodrigo Calloni,tableauing,1/3/2018 21:48,https://t.co/5hMMFxst8A,"#MakeoverMonday  week 3 year 1

Are consumers bored with technology?

Link : https://t.co/5hMMFxst8A

Nice one to a? https://t.co/b1aQE3oVzv","Washington, DC",Unknown,en,,38.8949549,-77.0366456
Lorna Eden,lorna_eden,1/3/2018 21:44,https://t.co/Dh2Cjwfzqd,"My Late #MakeoverMonday https://t.co/Dh2Cjwfzqd

One of my goals is to complete every #MakeoveMmonday. If you don't? https://t.co/DokYOurVNB",Unknown,Pacific Time (US & Canada),en,,,
Jamie Laird,jamielaird_,1/3/2018 20:30,https://t.co/PpAJMnAaPk,#MakeoverMonday 2018 Week 1: ? vs ? in ??. Full viz at https://t.co/PpAJMnAaPk cc @TriMyData @VizWizBI and h/t? https://t.co/fHxNLHfcKy,"London, England",London,en,,51.5073219,-0.1276474
Chris Conn,ChrisC737,1/3/2018 20:01,https://t.co/EArnSbiao9,First @tableau #dataviz of 2018! @TriMyData @VizWizBI #MakeoverMonday Week 1 Forgot the link lol ?? https://t.co/EArnSbiao9,"Fort Pierce, FL",Unknown,en,,27.4467056,-80.3256056
